Key,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Conference Name
252,preprint,2025,"Hakemi, Shahin; Akhtar, Naveed; Hassan, Ghulam Mubashar; Mian, Ajmal",Deeper Diffusion Models Amplify Bias,,10.48550/arXiv.2505.17560,http://arxiv.org/abs/2505.17560,
253,preprint,2025,"Hakemi, Shahin; Akhtar, Naveed; Hassan, Ghulam Mubashar; Mian, Ajmal",Deeper Diffusion Models Amplify Bias,,10.48550/arXiv.2505.17560,http://arxiv.org/abs/2505.17560,
255,preprint,2025,"Hu, Zizhao; Rostami, Mohammad; Thomason, Jesse",Multi-modal Synthetic Data Training and Model Collapse: Insights from VLMs and Diffusion Models,,10.48550/arXiv.2505.08803,http://arxiv.org/abs/2505.08803,
257,preprint,2025,"Yu, Sihyun; Kwak, Sangkyung; Jang, Huiwon; Jeong, Jongheon; Huang, Jonathan; Shin, Jinwoo; Xie, Saining",Representation Alignment for Generation: Training Diffusion Transformers Is Easier Than You Think,,10.48550/arXiv.2410.06940,http://arxiv.org/abs/2410.06940,
258,preprint,2025,"Wang, Runqian; He, Kaiming",Diffuse and Disperse: Image Generation with Representation Regularization,,10.48550/arXiv.2506.09027,http://arxiv.org/abs/2506.09027,
264,preprint,2025,"Shing, Makoto; Akiba, Takuya",DiffusionBlocks: Blockwise Training for Generative Models via Score-Based Diffusion,,10.48550/arXiv.2506.14202,http://arxiv.org/abs/2506.14202,
283,preprint,2025,"Heinimann, Oliver; Shocher, Assaf; Zimbalist, Tal; Irani, Michal",KernelFusion: Assumption-Free Blind Super-Resolution via Patch Diffusion,,10.48550/arXiv.2503.21907,http://arxiv.org/abs/2503.21907,
285,preprint,2025,"Sun, Lingchen; Wu, Rongyuan; Ma, Zhiyuan; Liu, Shuaizheng; Yi, Qiaosi; Zhang, Lei",Pixel-level and Semantic-level Adjustable Super-resolution: A Dual-LoRA Approach,,10.48550/arXiv.2412.03017,http://arxiv.org/abs/2412.03017,
294,preprint,2025,"Lee, MinKyu; Hyun, Sangeek; Jun, Woojin; Heo, Jae-Pil",Auto-Encoded Supervision for Perceptual Image Super-Resolution,,10.48550/arXiv.2412.00124,http://arxiv.org/abs/2412.00124,
307,preprint,2025,"Shum, Ka Chun; Hua, Binh-Son; Nguyen, Duc Thanh; Yeung, Sai-Kit",Color Alignment in Diffusion,,10.48550/arXiv.2503.06746,http://arxiv.org/abs/2503.06746,
309,preprint,2025,"Lin, Shanchuan; Yang, Xiao",Diffusion Model with Perceptual Loss,,10.48550/arXiv.2401.00110,http://arxiv.org/abs/2401.00110,
317,preprint,2025,"Zhou, Yifan; Xiao, Zeqi; Yang, Shuai; Pan, Xingang",Alias-Free Latent Diffusion Models:Improving Fractional Shift Equivariance of Diffusion Latent Space,,10.48550/arXiv.2503.09419,http://arxiv.org/abs/2503.09419,
318,preprint,2025,"Stracke, Nick; Baumann, Stefan Andreas; Bauer, Kolja; Fundel, Frank; Ommer, Björn",CleanDIFT: Diffusion Features without Noise,,10.48550/arXiv.2412.03439,http://arxiv.org/abs/2412.03439,
355,preprint,2025,"Abud, Khaled; Lavrushkin, Sergey; Kirillov, Alexey; Vatolin, Dmitriy",IQA-Adapter: Exploring Knowledge Transfer from Image Quality Assessment to Diffusion-based Generative Models,,10.48550/arXiv.2412.01794,http://arxiv.org/abs/2412.01794,
358,preprint,2025,"Chen, Dengsheng; Hu, Jie; Wei, Xiaoming; Wu, Enhua",Denoising with a Joint-Embedding Predictive Architecture,,10.48550/arXiv.2410.03755,http://arxiv.org/abs/2410.03755,
1054,preprint,2025,"Jin, Cheng; Xiao, Zhenyu; Liu, Chutao; Gu, Yuantao",Angle Domain Guidance: Latent Diffusion Requires Rotation Rather Than Extrapolation,,10.48550/arXiv.2506.11039,http://arxiv.org/abs/2506.11039,
194,conferencePaper,2024,"Hudson, Drew A.; Zoran, Daniel; Malinowski, Mateusz; Lampinen, Andrew K.; Jaegle, Andrew; McClelland, James L.; Matthey, Loic; Hill, Felix; Lerchner, Alexander",SODA: Bottleneck Diffusion Models for Representation Learning,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/CVPR52733.2024.02181,https://ieeexplore.ieee.org/document/10657122/,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
195,conferencePaper,2024,"Hudson, Drew A.; Zoran, Daniel; Malinowski, Mateusz; Lampinen, Andrew K.; Jaegle, Andrew; McClelland, James L.; Matthey, Loic; Hill, Felix; Lerchner, Alexander",SODA: Bottleneck Diffusion Models for Representation Learning,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/CVPR52733.2024.02181,https://ieeexplore.ieee.org/document/10657122/,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
17,preprint,2024,"Nam, Jisu; Lee, Gyuseong; Kim, Sunwoo; Kim, Hyeonsu; Cho, Hyoungwon; Kim, Seyeon; Kim, Seungryong",Diffusion Model for Dense Matching,,10.48550/arXiv.2305.19094,http://arxiv.org/abs/2305.19094,
18,preprint,2024,"Park, Byeongjun; Go, Hyojun; Kim, Jin-Young; Woo, Sangmin; Ham, Seokil; Kim, Changick",Switch Diffusion Transformer: Synergizing Denoising Tasks with Sparse Mixture-of-Experts,,10.48550/arXiv.2403.09176,http://arxiv.org/abs/2403.09176,
20,preprint,2024,"Park, Byeongjun; Woo, Sangmin; Go, Hyojun; Kim, Jin-Young; Kim, Changick",Denoising Task Routing for Diffusion Models,,10.48550/arXiv.2310.07138,http://arxiv.org/abs/2310.07138,
22,preprint,2024,"Shi, Zhenning; Zheng, Haoshuai; Xu, Chen; Dong, Changsheng; Pan, Bin; Xie, Xueshuo; He, Along; Li, Tao; Fu, Huazhu",Resfusion: Denoising Diffusion Probabilistic Models for Image Restoration Based on Prior Residual Noise,,10.48550/arXiv.2311.14900,http://arxiv.org/abs/2311.14900,
39,preprint,2024,"Ganjdanesh, Alireza; Kang, Yan; Liu, Yuchen; Zhang, Richard; Lin, Zhe; Huang, Heng",Mixture of Efficient Diffusion Experts Through Automatic Interval and Sub-Network Selection,,10.48550/arXiv.2409.15557,http://arxiv.org/abs/2409.15557,
41,journalArticle,2024,"Song, Bowen; Kwon, Soo Min; Zhang, Zecheng; Hu, Xinyu; Qu, Qing; Shen, Liyue",SOLVING INVERSE PROBLEMS WITH LATENT DIFFU- SION MODELS VIA HARD DATA CONSISTENCY,,,,
42,preprint,2024,"Shi, Zhenning; Zheng, Haoshuai; Xu, Chen; Dong, Changsheng; Pan, Bin; Xie, Xueshuo; He, Along; Li, Tao; Fu, Huazhu",Resfusion: Denoising Diffusion Probabilistic Models for Image Restoration Based on Prior Residual Noise,,10.48550/arXiv.2311.14900,http://arxiv.org/abs/2311.14900,
51,preprint,2024,"Xu, Katherine; Zhang, Lingzhi; Shi, Jianbo",Good Seed Makes a Good Crop: Discovering Secret Seeds in Text-to-Image Diffusion Models,,10.48550/arXiv.2405.14828,http://arxiv.org/abs/2405.14828,
62,preprint,2024,"Ma, Zhiyuan; Zhang, Yuzhu; Jia, Guoli; Zhao, Liangliang; Ma, Yichao; Ma, Mingjie; Liu, Gaofeng; Zhang, Kaiyan; Li, Jianjun; Zhou, Bowen",Efficient Diffusion Models: A Comprehensive Survey from Principles to Practices,,10.48550/arXiv.2410.11795,http://arxiv.org/abs/2410.11795,
176,conferencePaper,2024,"Hui, Mude; Wei, Zihao; Zhu, Hongru; Xia, Fei; Zhou, Yuyin",MicroDiffusion: Implicit Representation-Guided Diffusion for 3D Reconstruction from Limited 2D Microscopy Projections,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/CVPR52733.2024.01089,https://ieeexplore.ieee.org/document/10656255/,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
254,preprint,2024,"Yang, Ruohong; Hu, Peng; Peng, Xi; Liu, Xiting; Li, Yunfan",DiFiC: Your Diffusion Model Holds the Secret to Fine-Grained Clustering,,10.48550/arXiv.2412.18838,http://arxiv.org/abs/2412.18838,
259,preprint,2024,"Park, Byeongjun; Go, Hyojun; Kim, Jin-Young; Woo, Sangmin; Ham, Seokil; Kim, Changick",Switch Diffusion Transformer: Synergizing Denoising Tasks with Sparse Mixture-of-Experts,,10.48550/arXiv.2403.09176,http://arxiv.org/abs/2403.09176,
293,preprint,2024,"Fang, Gongfan; Li, Kunjun; Ma, Xinyin; Wang, Xinchao",TinyFusion: Diffusion Transformers Learned Shallow,,10.48550/arXiv.2412.01199,http://arxiv.org/abs/2412.01199,
303,preprint,2024,"Cai, Xin; You, Zhiyuan; Zhang, Hailong; Liu, Wentao; Gu, Jinwei; Xue, Tianfan",PhoCoLens: Photorealistic and Consistent Reconstruction in Lensless Imaging,,10.48550/arXiv.2409.17996,http://arxiv.org/abs/2409.17996,
308,preprint,2024,"Liang, Zhexin; Li, Zhaochen; Zhou, Shangchen; Li, Chongyi; Loy, Chen Change",Control Color: Multimodal Diffusion-based Interactive Image Colorization,,10.48550/arXiv.2402.10855,http://arxiv.org/abs/2402.10855,
314,preprint,2024,"Fang, Gongfan; Li, Kunjun; Ma, Xinyin; Wang, Xinchao",TinyFusion: Diffusion Transformers Learned Shallow,,10.48550/arXiv.2412.01199,http://arxiv.org/abs/2412.01199,
315,preprint,2024,"Lan, Guanzhou; Ma, Qianli; Yang, Yuqi; Wang, Zhigang; Wang, Dong; Li, Xuelong; Zhao, Bin",Efficient Diffusion as Low Light Enhancer,,10.48550/arXiv.2410.12346,http://arxiv.org/abs/2410.12346,
319,preprint,2024,"Xiong, Bing; Peng, Yue; Zhang, RanRan; Chen, Fuqiang; He, JiaYe; Qin, Wenjian",Unpaired Multi-Domain Histopathology Virtual Staining using Dual Path Prompted Inversion,,10.48550/arXiv.2412.11106,http://arxiv.org/abs/2412.11106,
320,preprint,2024,"Yue, Zongsheng; Wang, Jianyi; Loy, Chen Change",Efficient Diffusion Model for Image Restoration by Residual Shifting,,10.48550/arXiv.2403.07319,http://arxiv.org/abs/2403.07319,
373,preprint,2024,"Kim, Dongjun; Lai, Chieh-Hsin; Liao, Wei-Hsiang; Takida, Yuhta; Murata, Naoki; Uesaka, Toshimitsu; Mitsufuji, Yuki; Ermon, Stefano",PaGoDA: Progressive Growing of a One-Step Generator from a Low-Resolution Diffusion Teacher,,10.48550/arXiv.2405.14822,http://arxiv.org/abs/2405.14822,
196,preprint,2023,"Clark, Kevin; Jaini, Priyank",Text-to-Image Diffusion Models are Zero-Shot Classifiers,,10.48550/arXiv.2303.15233,http://arxiv.org/abs/2303.15233,
19,preprint,2023,"Go, Hyojun; Kim, JinYoung; Lee, Yunsung; Lee, Seunghyun; Oh, Shinhyeok; Moon, Hyeongdon; Choi, Seungtaek",Addressing Negative Transfer in Diffusion Models,,10.48550/arXiv.2306.00354,http://arxiv.org/abs/2306.00354,
32,preprint,2023,"Zhao, Wenliang; Bai, Lujia; Rao, Yongming; Zhou, Jie; Lu, Jiwen",UniPC: A Unified Predictor-Corrector Framework for Fast Sampling of Diffusion Models,,10.48550/arXiv.2302.04867,http://arxiv.org/abs/2302.04867,
40,preprint,2023,"Yu, Jiwen; Wang, Yinhuai; Zhao, Chen; Ghanem, Bernard; Zhang, Jian",FreeDoM: Training-Free Energy-Guided Conditional Diffusion Model,,10.48550/arXiv.2303.09833,http://arxiv.org/abs/2303.09833,
43,preprint,2023,"Go, Hyojun; Kim, JinYoung; Lee, Yunsung; Lee, Seunghyun; Oh, Shinhyeok; Moon, Hyeongdon; Choi, Seungtaek",Addressing Negative Transfer in Diffusion Models,,10.48550/arXiv.2306.00354,http://arxiv.org/abs/2306.00354,
78,preprint,2023,"Zhang, Junyi; Herrmann, Charles; Hur, Junhwa; Cabrera, Luisa Polania; Jampani, Varun; Sun, Deqing; Yang, Ming-Hsuan",A Tale of Two Features: Stable Diffusion Complements DINO for Zero-Shot Semantic Correspondence,,10.48550/arXiv.2305.15347,http://arxiv.org/abs/2305.15347,
260,preprint,2023,"Go, Hyojun; Kim, JinYoung; Lee, Yunsung; Lee, Seunghyun; Oh, Shinhyeok; Moon, Hyeongdon; Choi, Seungtaek",Addressing Negative Transfer in Diffusion Models,,10.48550/arXiv.2306.00354,http://arxiv.org/abs/2306.00354,
304,preprint,2023,"Li, Xiuyu; Liu, Yijiang; Lian, Long; Yang, Huanrui; Dong, Zhen; Kang, Daniel; Zhang, Shanghang; Keutzer, Kurt",Q-Diffusion: Quantizing Diffusion Models,,10.48550/arXiv.2302.04304,http://arxiv.org/abs/2302.04304,
21,journalArticle,,"Lin, Peng; Wang, Yafei; Li, Yuanyuan; Fan, Zihao; Fu, Xianping",Underwater Color Correction Network With Knowledge Transfer,,,,
24,journalArticle,,"Cha, Junghun; Haider, Ali; Yang, Seoyun; Jin, Hoeyeong; Yang, Subin",Descanning: From Scanned to the Original Images with a Color Correction Diffusion Model,,,,
256,journalArticle,,"Huang, Lin-Chun; Tsao, Ching Chieh; Su, Fang-Yi; Chiang, Jung-Hsien",Debiasing Diffusion Model: Enhancing Fairness through Latent Representation Learning in Stable Diffusion Model,,,,
371,journalArticle,,"Tragakis, Athanasios; Aversa, Marco; Kaul, Chaitanya; Murray-Smith, Roderick; Faccio, Daniele",Is One GPU Enough? Pushing Image Generation at Higher-Resolutions with Foundation Models.,,,,
374,journalArticle,,"Jiang, Zeyinzi; Mao, Chaojie; Pan, Yulin; Han, Zhen; Zhang, Jingfeng",SCEdit: Efficient and Controllable Image Diffusion Generation via Skip Connection Editing,,,,
1491,journalArticle,,"Weitzner, Dana; Delbracio, Mauricio; Milanfar, Peyman; Giryes, Raja",The Diffusion Process as a Correlation Machine: Linear De- noising Insights,,,,
