Key,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Conference Name
201,preprint,2023,"Zhang, Chulong; Liang, Xiaokun",INR-LDDMM: Fluid-based Medical Image Registration Integrating Implicit Neural Representation and Large Deformation Diffeomorphic Metric Mapping,,10.48550/arXiv.2308.09473,http://arxiv.org/abs/2308.09473,
49,preprint,2022,"Cho, Junwoo; Nam, Seungtae; Rho, Daniel; Ko, Jong Hwan; Park, Eunbyung",Streamable Neural Fields,,10.48550/arXiv.2207.09663,http://arxiv.org/abs/2207.09663,
27,conferencePaper,2021,"Huang, Zhichun; Bai, Shaojie; Kolter, J. Zico",(\textbackslash textrmłbrace Implicit\rbrace )^2: Implicit Layers for Implicit Representations,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2021/hash/4ffbd5c8221d7c147f8363ccdc9a2a37-Abstract.html,
28,preprint,2020,"Sanokowski, Sebastian",Implicit recurrent networks: A novel approach to stationary input processing with recurrent neural networks in deep learning,,10.48550/arXiv.2010.10564,http://arxiv.org/abs/2010.10564,
6,journalArticle,,"Hao, Zekun; Mallya, Arun; Belongie, Serge; Liu, Ming-Yu",Implicit Neural Representations with Levels-of-Experts,,,,
66,journalArticle,,"Kovachki, Nikola; Li, Zongyi; Liu, Burigede; Azizzadenesheli, Kamyar; Bhattacharya, Kaushik; Stuart, Andrew",Neural Operator: Learning Maps Between Function Spaces With Applications to PDEs,,,,
74,journalArticle,,"Khan, Asif Hussain; Micheloni, Christian; Martinel, Niki",IDENet: Implicit Degradation Estimation Network for Efficient Blind Super Resolution,,,,
79,journalArticle,,"Yang, Yiying; Yin, Fukun; Liu, Wen; Fan, Jiayuan; Chen, Xin; Yu, Gang; Chen, Tao",PM-INR: Prior-Rich Multi-Modal Implicit Large-Scale Scene Neural Representation,,,,
178,journalArticle,,"Kim, Chiheon; Lee, Doyup; Kim, Saehoon; Cho, Minsu; Han, Wook-Shin",Generalizable Implicit Neural Representations via Instance Pattern Composers,,,,
212,webpage,,,Iterative_INR_AAAI_2025,,,https://www.overleaf.com/project/6867243c914a887416720d9d,
305,journalArticle,,"Amaduzzi, Andrea; Ramirez, Pierluigi Zama; Lisanti, Giuseppe; Salti, Samuele",LLaNA: Large Language and NeRF Assistant,,,,
357,journalArticle,,"Shi, Kexuan; Zhou, Xingyu; Gu, Shuhang",Improved Implicit Neural Representation with Fourier Reparameterized Training,,,,
372,journalArticle,,"Vyas, Kushal; Humayun, Ahmed Imtiaz; Dashpute, Aniket; Baraniuk, Richard G; Veeraraghavan, Ashok; Balakrishnan, Guha",Learning Transferable Features for Implicit Neural Representations,,,,
2653,journalArticle,,"Vyas, Kushal; Humayun, Ahmed Imtiaz; Dashpute, Aniket; Baraniuk, Richard G; Veeraraghavan, Ashok; Balakrishnan, Guha",Learning Transferable Features for Implicit Neural Representations,,,,
