Key,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Conference Name
2597,preprint,2025,"Dong, Xiangyu; Zhao, Haoran; Gao, Jiang; Li, Haozhou; Ma, Xiaoguang; Zhou, Yaoming; Chen, Fuhai; Liu, Juan",SE-VLN: A Self-Evolving Vision-Language Navigation Framework Based on Multimodal Large Language Models,,10.48550/ARXIV.2507.13152,https://arxiv.org/abs/2507.13152,
2602,preprint,2025,"Wang, Di; Liu, Shunyu; Jiang, Wentao; Wang, Fengxiang; Liu, Yi; Qin, Xiaolei; Luo, Zhiming; Zhou, Chaoyang; Guo, Haonan; Zhang, Jing; Du, Bo; Tao, Dacheng; Zhang, Liangpei",GeoZero: Incentivizing Reasoning from Scratch on Geospatial Scenes,,10.48550/ARXIV.2511.22645,https://arxiv.org/abs/2511.22645,
2605,preprint,2025,"Rajabi, Navid; Kosecka, Jana",TRAVEL: Training-Free Retrieval and Alignment for Vision-and-Language Navigation,,10.48550/arXiv.2502.07306,http://arxiv.org/abs/2502.07306,
8,preprint,2024,"Oh, Youngmin; Kim, Hyung-Il; Kim, Seong Tae; Kim, Jung Uk",MonoWAD: Weather-Adaptive Diffusion Model for Robust Monocular 3D Object Detection,,10.48550/arXiv.2407.16448,http://arxiv.org/abs/2407.16448,
14,preprint,2024,"Jimenez-Perez, Guillermo; Osorio, Pedro; Cersovsky, Josef; Montalt-Tordera, Javier; Hooge, Jens; Vogler, Steffen; Mohammadi, Sadegh",DiNO-Diffusion. Scaling Medical Diffusion via Self-Supervised Pre-Training,,10.48550/arXiv.2407.11594,http://arxiv.org/abs/2407.11594,
45,preprint,2024,"Cui, Zhuo-Xu; Cao, Chentao; Wang, Yue; Jia, Sen; Cheng, Jing; Liu, Xin; Zheng, Hairong; Liang, Dong; Zhu, Yanjie",SPIRiT-Diffusion: Self-Consistency Driven Diffusion Model for Accelerated MRI,,10.48550/arXiv.2304.05060,http://arxiv.org/abs/2304.05060,
46,journalArticle,2024,"Cao, Chentao; Cui, Zhuo-Xu; Wang, Yue; Liu, Shaonan; Chen, Taijin; Zheng, Hairong; Liang, Dong; Zhu, Yanjie",High-Frequency Space Diffusion Models for Accelerated MRI,IEEE Transactions on Medical Imaging,10.1109/TMI.2024.3351702,http://arxiv.org/abs/2208.05481,
47,preprint,2024,"Lüpke, Sven; Yeganeh, Yousef; Adeli, Ehsan; Navab, Nassir; Farshad, Azade",Physics-Informed Latent Diffusion for Multimodal Brain MRI Synthesis,,10.48550/arXiv.2409.13532,http://arxiv.org/abs/2409.13532,
291,journalArticle,2024,"Ma, Jun; He, Yuting; Li, Feifei; Han, Lin; You, Chenyu; Wang, Bo",Segment Anything in Medical Images,Nature Communications,10.1038/s41467-024-44824-z,http://arxiv.org/abs/2304.12306,
296,preprint,2024,"Jiang, Yufeng; Shen, Yiqing",M$^4$oE: A Foundation Model for Medical Multimodal Image Segmentation with Mixture of Experts,,10.48550/arXiv.2405.09446,http://arxiv.org/abs/2405.09446,
301,preprint,2024,"Jiang, Yufeng; Shen, Yiqing",M$^4$oE: A Foundation Model for Medical Multimodal Image Segmentation with Mixture of Experts,,10.48550/arXiv.2405.09446,http://arxiv.org/abs/2405.09446,
322,preprint,2024,"Oh, Youngmin; Kim, Hyung-Il; Kim, Seong Tae; Kim, Jung Uk",MonoWAD: Weather-Adaptive Diffusion Model for Robust Monocular 3D Object Detection,,10.48550/arXiv.2407.16448,http://arxiv.org/abs/2407.16448,
369,preprint,2024,"Yen, Chen-Yu; Singhal, Raghav; Sharma, Umang; Ranganath, Rajesh; Chopra, Sumit; Pinto, Lerrel",Adaptive Sampling of k-Space in Magnetic Resonance for Rapid Pathology Prediction,,10.48550/arXiv.2406.04318,http://arxiv.org/abs/2406.04318,
1662,preprint,2024,"Yen, Chen-Yu; Singhal, Raghav; Sharma, Umang; Ranganath, Rajesh; Chopra, Sumit; Pinto, Lerrel",Adaptive Sampling of k-Space in Magnetic Resonance for Rapid Pathology Prediction,,10.48550/arXiv.2406.04318,http://arxiv.org/abs/2406.04318,
2186,preprint,2024,"Bai, Fan; Du, Yuxin; Huang, Tiejun; Meng, Max Q.-H.; Zhao, Bo",M3D: Advancing 3D Medical Image Analysis with Multi-Modal Large Language Models,,10.48550/arXiv.2404.00578,http://arxiv.org/abs/2404.00578,
15,preprint,2023,"Huang, Jiahao; Aviles-Rivero, Angelica; Schönlieb, Carola-Bibiane; Yang, Guang",CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,,10.48550/arXiv.2306.14350,http://arxiv.org/abs/2306.14350,
295,preprint,2023,"Wu, Chaoyi; Zhang, Xiaoman; Zhang, Ya; Wang, Yanfeng; Xie, Weidi",Towards Generalist Foundation Model for Radiology by Leveraging Web-scale 2D&3D Medical Data,,10.48550/arXiv.2308.02463,http://arxiv.org/abs/2308.02463,
1623,preprint,2023,"Singhal, Raghav; Sudarshan, Mukund; Mahishi, Anish; Kaushik, Sri; Ginocchio, Luke; Tong, Angela; Chandarana, Hersh; Sodickson, Daniel K.; Ranganath, Rajesh; Chopra, Sumit",On the Feasibility of Machine Learning Augmented Magnetic Resonance for Point-of-Care Identification of Disease,,10.48550/arXiv.2301.11962,http://arxiv.org/abs/2301.11962,
10,preprint,2022,"Peng, Cheng; Guo, Pengfei; Zhou, S. Kevin; Patel, Vishal; Chellappa, Rama",Towards performant and reliable undersampled MR reconstruction via diffusion model sampling,,10.48550/arXiv.2203.04292,http://arxiv.org/abs/2203.04292,
11,journalArticle,2022,"Chung, Hyungjin; Ye, Jong Chul",Score-based diffusion models for accelerated MRI,Medical Image Analysis,10.1016/j.media.2022.102479,https://linkinghub.elsevier.com/retrieve/pii/S1361841522001268,
16,journalArticle,2022,"Chung, Hyungjin",Score-based diffusion models for accelerated MRI,,,,
289,preprint,2022,"Zhou, Bo; Dey, Neel; Schlemper, Jo; Salehi, Seyed Sadegh Mohseni; Liu, Chi; Duncan, James S.; Sofka, Michal",DSFormer: A Dual-domain Self-supervised Transformer for Accelerated Multi-contrast MRI Reconstruction,,10.48550/arXiv.2201.10776,http://arxiv.org/abs/2201.10776,
290,preprint,2022,"Zhao, Ziheng; Zhang, Tianjiao; Xie, Weidi; Wang, Yanfeng; Zhang, Ya",K-Space Transformer for Undersampled MRI Reconstruction,,10.48550/arXiv.2206.06947,http://arxiv.org/abs/2206.06947,
192,preprint,2021,"Zhao, Ruiyang; Yaman, Burhaneddin; Zhang, Yuxin; Stewart, Russell; Dixon, Austin; Knoll, Florian; Huang, Zhengnan; Lui, Yvonne W.; Hansen, Michael S.; Lungren, Matthew P.",fastMRI+: Clinical Pathology Annotations for Knee and Brain Fully Sampled Multi-Coil MRI Data,,10.48550/arXiv.2109.03812,http://arxiv.org/abs/2109.03812,
9,journalArticle,,"Shen, Guoyao; Li, Mengyu; Farris, Chad W; Anderson, Stephan; Zhang, Xin",MRI through K-space cold diffusion,,,,
13,journalArticle,,"Cao, Chentao; Cui, Zhuo-Xu; Wang, Yue; Liu, Shaonan; Chen, Taijin; Zheng, Hairong; Zhu, Yanjie",High-Frequency Space Diffusion Model for Accelerated MRI,,,,
44,webpage,,,Exploring the Acceleration Limits of Deep Learning Variational Network–based Two-dimensional Brain MRI,,10.1148/ryai.210313,https://pubs.rsna.org/doi/epdf/10.1148/ryai.210313,
165,journalArticle,,"Shen, Guoyao; Li, Mengyu; Farris, Chad W; Anderson, Stephan; Zhang, Xin",MRI through K-space cold diffusion,,,,
184,journalArticle,,"Cheng, Jiacheng; Vasconcelos, Nuno",Towards Calibrated Multi-label Deep Neural Networks,,,,
2596,journalArticle,,"Wang, Weizheng; Obi, Ike; Min, Byung-Cheol",Multi-Agent LLM Actor-Critic Framework for Social Robot Navigation,,,,
2601,journalArticle,,"Yu, Bangguo; Liu, Yuzhen; Han, Lei; Kasaei, Hamidreza; Li, Tingguang; Cao, Ming",VLN-Game: Vision-Language Equilibrium Search for Zero-Shot Semantic Navigation,,,,
